GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
GitHub Copilot SDK :: Java,com.github.copilot.rpc,GetAuthStatusResponse,5,38,0,0,2,14,1,10,1,10
GitHub Copilot SDK :: Java,com.github.copilot.rpc,SessionCapabilities,0,11,0,0,0,4,0,3,0,3
GitHub Copilot SDK :: Java,com.github.copilot.rpc,UserInputInvocation,0,11,0,0,0,4,0,3,0,3
GitHub Copilot SDK :: Java,com.github.copilot.rpc,GetStatusResponse,0,19,0,0,0,7,0,5,0,5
GitHub Copilot SDK :: Java,com.github.copilot.rpc,SessionMetadata,0,45,0,0,0,19,0,13,0,13
GitHub Copilot SDK :: Java,com.github.copilot.rpc,ElicitationSchema,0,30,0,0,0,11,0,7,0,7
GitHub Copilot SDK :: Java,com.github.copilot.rpc,ResumeSessionResponse,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,SendMessageResponse,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,ExitPlanModeRequest,5,42,1,1,1,14,2,8,1,8
GitHub Copilot SDK :: Java,com.github.copilot.rpc,SessionConfig,41,535,6,30,2,149,7,86,1,74
GitHub Copilot SDK :: Java,com.github.copilot.rpc,PermissionRequestResult,1,28,1,1,0,9,1,6,0,6
GitHub Copilot SDK :: Java,com.github.copilot.rpc,ExitPlanModeInvocation,3,8,0,0,1,3,1,2,1,2
GitHub Copilot SDK :: Java,com.github.copilot.rpc,PingResponse,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,UserPromptSubmittedHookOutput,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,AzureOptions,0,11,0,0,0,4,0,3,0,3
GitHub Copilot SDK :: Java,com.github.copilot.rpc,Attachment,0,15,0,0,0,2,0,2,0,2
GitHub Copilot SDK :: Java,com.github.copilot.rpc,ToolInvocation.new TypeReference() {...},0,3,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,PermissionHandler,0,10,0,0,0,2,0,2,0,2
GitHub Copilot SDK :: Java,com.github.copilot.rpc,JsonRpcRequest,0,31,0,0,0,13,0,9,0,9
GitHub Copilot SDK :: Java,com.github.copilot.rpc,JsonRpcError,4,20,0,0,2,8,1,6,1,6
GitHub Copilot SDK :: Java,com.github.copilot.rpc,ModelSupports,0,19,0,0,0,7,0,5,0,5
GitHub Copilot SDK :: Java,com.github.copilot.rpc,CustomAgentConfig,0,100,0,6,0,30,0,23,0,20
GitHub Copilot SDK :: Java,com.github.copilot.rpc,CreateSessionRequest,42,300,0,18,20,102,10,78,10,69
GitHub Copilot SDK :: Java,com.github.copilot.rpc,SessionUiCapabilities,0,18,0,0,0,6,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.rpc,UserInputRequest,0,40,0,2,0,12,0,9,0,8
GitHub Copilot SDK :: Java,com.github.copilot.rpc,ExitPlanModeResult,0,30,0,0,0,11,0,7,0,7
GitHub Copilot SDK :: Java,com.github.copilot.rpc,McpHttpServerConfig,2,40,1,1,0,13,1,8,0,8
GitHub Copilot SDK :: Java,com.github.copilot.rpc,SessionLifecycleEventMetadata,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,GetLastSessionIdResponse,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,ToolBinaryResult,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,ElicitationResultAction,0,35,0,0,0,8,0,3,0,3
GitHub Copilot SDK :: Java,com.github.copilot.rpc,SetForegroundSessionRequest,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,GetSessionMetadataResponse,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,PostToolUseHookOutput,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.rpc,UserInputResponse,0,19,0,0,0,7,0,5,0,5
GitHub Copilot SDK :: Java,com.github.copilot.rpc,PreMcpToolCallHookInput,67,0,0,0,25,0,17,0,17,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionCompactionCompleteEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,CompactionCompleteCompactionTokensUsedCopilotUsage,9,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionPartialResultEvent.ToolExecutionPartialResultEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionTaskCompleteEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentStartedEvent.SubagentStartedEventData,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionModelChangeEvent.SessionModelChangeEventData,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantReasoningDeltaEvent.AssistantReasoningDeltaEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,HandoffSourceType,8,49,2,2,1,7,2,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentCompletedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,McpOauthRequiredEvent.McpOauthRequiredEventData,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionModelChangeEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionCustomAgentsUpdatedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionSkillsLoadedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,CompactionCompleteCompactionTokensUsed,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,HookEndEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentFailedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionPlanChangedEvent,3,9,0,0,1,3,1,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionModeChangedEvent.SessionModeChangedEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionBackgroundTasksChangedEvent.SessionBackgroundTasksChangedEventData,0,3,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantIntentEvent.AssistantIntentEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,WorkspaceFileChangedOperation,8,49,2,2,1,7,2,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AbortReason,6,58,1,3,1,8,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,HookEndError,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AutoModeSwitchResponse,64,0,4,0,9,0,6,0,4,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantMessageStartEvent.AssistantMessageStartEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionMcpServersLoadedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,CommandsChangedCommand,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SystemNotificationEvent.SystemNotificationEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,HandoffRepository,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionStartEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionCompleteEvent.ToolExecutionCompleteEventData,0,36,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,CommandExecuteEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ElicitationCompletedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExternalToolRequestedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,CommandsChangedEvent.CommandsChangedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantMessageEvent.AssistantMessageEventData,0,48,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantMessageEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentDeselectedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionIdleEvent.SessionIdleEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionProgressEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionIdleEvent,3,9,0,0,1,3,1,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantUsageQuotaSnapshot,0,27,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionTruncationEvent.SessionTruncationEventData,0,27,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,PendingMessagesModifiedEvent,3,9,0,0,1,3,1,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionCustomNotificationEvent.SessionCustomNotificationEventData,18,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,ShutdownType,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SystemMessageMetadata,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolUserRequestedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SkillInvokedEvent.SkillInvokedEventData,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SystemMessageRole,8,49,2,2,1,7,2,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SamplingRequestedEvent.SamplingRequestedEventData,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ShutdownModelMetric,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SamplingRequestedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ShutdownModelMetricRequests,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionContextChangedEvent.SessionContextChangedEventData,0,27,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionSnapshotRewindEvent.SessionSnapshotRewindEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,McpOauthRequiredStaticClientConfig,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionHandoffEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,UnknownSessionEvent,0,9,0,0,0,3,0,2,0,2
GitHub Copilot SDK :: Java,com.github.copilot.generated,PermissionCompletedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AutoModeSwitchRequestedEvent,5,7,0,0,2,2,2,2,2,2
GitHub Copilot SDK :: Java,com.github.copilot.generated,ShutdownCodeChanges,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionShutdownEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionCompleteError,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionResumeEvent.SessionResumeEventData,0,33,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionWarningEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionScheduleCreatedEvent.SessionScheduleCreatedEventData,18,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionBackgroundTasksChangedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,McpServerStatusChangedStatus,85,0,4,0,12,0,6,0,4,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,SamplingCompletedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ShutdownModelMetricUsage,18,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExternalToolCompletedEvent.ExternalToolCompletedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ElicitationRequestedMode,0,57,0,4,0,8,0,6,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionErrorEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,WorkingDirectoryContextHostType,0,57,0,4,0,8,0,6,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionResumeEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentStartedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantUsageEvent.AssistantUsageEventData,0,57,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,McpOauthCompletedEvent.McpOauthCompletedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ShutdownModelMetricTokenDetail,6,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentCompletedEvent.SubagentCompletedEventData,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,CapabilitiesChangedEvent.CapabilitiesChangedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionExtensionsLoadedEvent.SessionExtensionsLoadedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionCustomAgentsUpdatedEvent.SessionCustomAgentsUpdatedEventData,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionModeChangedEvent,3,9,0,0,1,3,1,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,UserMessageEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionScheduleCreatedEvent,12,0,0,0,4,0,4,0,4,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,ElicitationRequestedEvent.ElicitationRequestedEventData,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionStartEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionPlanChangedEvent.SessionPlanChangedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExitPlanModeRequestedEvent.ExitPlanModeRequestedEventData,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionStartEvent.ToolExecutionStartEventData,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionTruncationEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,PendingMessagesModifiedEvent.PendingMessagesModifiedEventData,0,3,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionCustomNotificationEvent,12,0,0,0,4,0,4,0,4,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentSelectedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionMcpServersLoadedEvent.SessionMcpServersLoadedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,CustomAgentsUpdatedAgent,0,27,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SystemMessageEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionInfoEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,CapabilitiesChangedUI,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,UserInputCompletedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExtensionsLoadedExtension,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExitPlanModeCompletedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,CommandExecuteEvent.CommandExecuteEventData,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionTaskCompleteEvent.SessionTaskCompleteEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionUsageInfoEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,UserInputCompletedEvent.UserInputCompletedEventData,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,HookEndEvent.HookEndEventData,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionHandoffEvent.SessionHandoffEventData,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ElicitationRequestedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantReasoningEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantIntentEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,PermissionCompletedKind,99,0,4,0,14,0,6,0,4,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionTitleChangedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantStreamingDeltaEvent.AssistantStreamingDeltaEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExitPlanModeCompletedEvent.ExitPlanModeCompletedEventData,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionContextChangedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantTurnStartEvent.AssistantTurnStartEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ModelCallFailureSource,8,56,2,2,1,8,2,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantMessageStartEvent,3,9,0,0,1,3,1,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,SystemMessageEvent.SystemMessageEventData,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionCompactionStartEvent,3,9,0,0,1,3,1,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,ModelCallFailureEvent.ModelCallFailureEventData,0,27,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantUsageCopilotUsageTokenDetail,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionToolsUpdatedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantTurnEndEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExitPlanModeRequestedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionStartEvent.SessionStartEventData,0,39,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,PlanChangedOperation,6,58,1,3,1,8,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionToolsUpdatedEvent.SessionToolsUpdatedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentSelectedEvent.SubagentSelectedEventData,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentDeselectedEvent.SubagentDeselectedEventData,0,3,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantMessageDeltaEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionEvent,0,31,0,0,0,9,0,9,0,9
GitHub Copilot SDK :: Java,com.github.copilot.generated,CommandQueuedEvent.CommandQueuedEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AutoModeSwitchCompletedEvent.AutoModeSwitchCompletedEventData,9,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,AbortEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ReasoningSummary,29,35,4,0,3,6,3,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionScheduleCancelledEvent.SessionScheduleCancelledEventData,6,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionSkillsLoadedEvent.SessionSkillsLoadedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionUsageInfoEvent.SessionUsageInfoEventData,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SubagentFailedEvent.SubagentFailedEventData,0,27,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionMcpServerStatusChangedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionWorkspaceFileChangedEvent,3,9,0,0,1,3,1,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,SkillInvokedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ElicitationCompletedAction,6,58,1,3,1,8,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionCompleteEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExternalToolRequestedEvent.ExternalToolRequestedEventData,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,PermissionCompletedResult,6,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionCompleteResult,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantReasoningEvent.AssistantReasoningEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,WorkingDirectoryContext,0,27,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExternalToolCompletedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantTurnEndEvent.AssistantTurnEndEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,HookStartEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ElicitationCompletedEvent.ElicitationCompletedEventData,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantMessageDeltaEvent.AssistantMessageDeltaEventData,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AutoModeSwitchRequestedEvent.AutoModeSwitchRequestedEventData,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExtensionsLoadedExtensionStatus,29,42,4,0,3,7,3,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,McpOauthRequiredEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionWarningEvent.SessionWarningEventData,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ShutdownTokenDetail,6,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionInfoEvent.SessionInfoEventData,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExtensionsLoadedExtensionSource,29,28,4,0,3,5,3,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,ExitPlanModeAction,6,65,1,3,1,9,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,PermissionCompletedEvent.PermissionCompletedEventData,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionPartialResultEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionMode,6,58,1,3,1,8,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,CompactionCompleteCompactionTokensUsedCopilotUsageTokenDetail,15,0,0,0,1,0,1,0,1,0
GitHub Copilot SDK :: Java,com.github.copilot.generated,CommandCompletedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionTitleChangedEvent.SessionTitleChangedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionRemoteSteerableChangedEvent,0,12,0,0,0,4,0,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,ToolExecutionProgressEvent.ToolExecutionProgressEventData,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantMessageToolRequestType,8,49,2,2,1,7,2,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,SamplingCompletedEvent.SamplingCompletedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionRemoteSteerableChangedEvent.SessionRemoteSteerableChangedEventData,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,McpServerSource,8,63,2,2,1,9,2,4,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated,AssistantUsageCopilotUsage,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated,UserMessageAgentMode,29,42,4,0,3,7,3,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated,SessionExtensionsLoadedEvent,0,12,0,0,0,4,0,4,0,4
